T     E/N       E-var/TT       M/N       M-var/T       Mabs/N       
      1.0000000     -1.9961364    0.030849380     0.27588068   0.0036301136     0.99875000
      1.0000000     -1.9961473    0.030762157     0.27793201   0.0036198477     0.99875354
      1.0000000     -1.9961582    0.030675425     0.27997175   0.0036096396     0.99875706
      1.0000000     -1.9961690    0.030589182     0.28200000   0.0035994890     0.99876056
      1.0000000     -1.9961798    0.030503421     0.28401685   0.0035893953     0.99876404
      1.0000000     -1.9961905    0.030418141     0.28602241   0.0035793580     0.99876751
      1.0000000     -1.9962011    0.030333335     0.28801676   0.0035693767     0.99877095
      1.0000000     -1.9962117    0.030249002     0.29000000   0.0035594510     0.99877437
      1.0000000     -1.9962222    0.030165136     0.29197222   0.0035495802     0.99877778
      1.0000000     -1.9962327    0.030081734     0.29393352   0.0035397641     0.99878116
      1.0000000     -1.9962431    0.029998791     0.29588398   0.0035300021     0.99878453
      1.0000000     -1.9962534    0.029916305     0.29782369   0.0035202938     0.99878788
      1.0000000     -1.9962637    0.029834271     0.29975275   0.0035106388     0.99879121
      1.0000000     -1.9962740    0.029752686     0.30167123   0.0035010366     0.99879452
      1.0000000     -1.9961202    0.030978041     0.30348361   0.0035730531     0.99875683
      1.0000000     -1.9960763    0.031328064     0.30223433   0.0035904461     0.99874659
      1.0000000     -1.9960870    0.031243100     0.29869565   0.0035807065     0.99875000
      1.0000000     -1.9960976    0.031158596     0.29517615   0.0035710196     0.99875339
      1.0000000     -1.9961081    0.031074548     0.29167568   0.0035613850     0.99875676
      1.0000000     -1.9961186    0.030990952     0.28819407   0.0035518022     0.99876011
      1.0000000     -1.9961290    0.030907804     0.28473118   0.0035422708     0.99876344
      1.0000000     -1.9961394    0.030825102     0.28128686   0.0035327904     0.99876676
      1.0000000     -1.9959893    0.032021219     0.27791444   0.0036832509     0.99871658
      1.0000000     -1.9960000    0.031936000     0.27450667   0.0036734464     0.99872000
      1.0000000     -1.9960106    0.031851234     0.27111702   0.0036636940     0.99872340
      1.0000000     -1.9960212    0.031766916     0.26774536   0.0036539932     0.99872679
      1.0000000     -1.9960317    0.031683044     0.26439153   0.0036443437     0.99873016
      1.0000000     -1.9959367    0.032440554     0.26108179   0.0036872453     0.99870712
      1.0000000     -1.9959474    0.032355357     0.25776316   0.0036775596     0.99871053
      1.0000000     -1.9959580    0.032270607     0.25446194   0.0036679246     0.99871391
      1.0000000     -1.9959686    0.032186300     0.25117801   0.0036583400     0.99871728
      1.0000000     -1.9959791    0.032102432     0.24791123   0.0036488053     0.99872063
      1.0000000     -1.9959896    0.032019000     0.24466146   0.0036393202     0.99872396
      1.0000000     -1.9960000    0.031936000     0.24142857   0.0036298843     0.99872727
      1.0000000     -1.9960104    0.031853430     0.23821244   0.0036204972     0.99873057
      1.0000000     -1.9960207    0.031771285     0.23501292   0.0036111585     0.99873385
      1.0000000     -1.9959794    0.032100287     0.23689433   0.0036275102     0.99872423
      1.0000000     -1.9959897    0.032017933     0.23885604   0.0036182017     0.99872751
      1.0000000     -1.9960000    0.031936000     0.24080769   0.0036089408     0.99873077
      1.0000000     -1.9960102    0.031854486     0.24274936   0.0035997272     0.99873402
      1.0000000     -1.9960204    0.031773386     0.24468112   0.0035905606     0.99873724
      1.0000000     -1.9960305    0.031692699     0.24660305   0.0035814405     0.99874046
      1.0000000     -1.9960406    0.031612420     0.24851523   0.0035723666     0.99874365
      1.0000000     -1.9960506    0.031532547     0.25041772   0.0035633386     0.99874684
      1.0000000     -1.9959596    0.032257933     0.25165404   0.0036046060     0.99872475
      1.0000000     -1.9959698    0.032176843     0.24850126   0.0035955428     0.99872796
      1.0000000     -1.9959799    0.032096159     0.24536432   0.0035865250     0.99873116
      1.0000000     -1.9959900    0.032015879     0.24224311   0.0035775523     0.99873434
      1.0000000     -1.9959500    0.032334390     0.23916250   0.0036683694     0.99871250
      1.0000000     -1.9959601    0.032253919     0.23607232   0.0036592378     0.99871571
      1.0000000     -1.9959701    0.032173847     0.23299751   0.0036501516     0.99871891
      1.0000000     -1.9959801    0.032094172     0.22993797   0.0036411104     0.99872208
      1.0000000     -1.9959901    0.032014891     0.22689356   0.0036321139     0.99872525
      1.0000000     -1.9960000    0.031936000     0.22386420   0.0036231617     0.99872840
      1.0000000     -1.9960099    0.031857497     0.22084975   0.0036142536     0.99873153
      1.0000000     -1.9960197    0.031779379     0.21785012   0.0036053891     0.99873464
      1.0000000     -1.9960294    0.031701644     0.21486520   0.0035965680     0.99873775
      1.0000000     -1.9960391    0.031624287     0.21189487   0.0035877900     0.99874083
      1.0000000     -1.9960488    0.031547308     0.20893902   0.0035790547     0.99874390
      1.0000000     -1.9960584    0.031470702     0.20599757   0.0035703619     0.99874696
      1.0000000     -1.9960680    0.031394467     0.20307039   0.0035617112     0.99875000
      1.0000000     -1.9960775    0.031318601     0.20015738   0.0035531023     0.99875303
      1.0000000     -1.9960870    0.031243100     0.19725845   0.0035445349     0.99875604
      1.0000000     -1.9960964    0.031167963     0.19437349   0.0035360087     0.99875904
      1.0000000     -1.9961058    0.031093186     0.19150240   0.0035275235     0.99876202
      1.0000000     -1.9961151    0.031018767     0.18864508   0.0035190788     0.99876499
      1.0000000     -1.9961244    0.030944704     0.18580144   0.0035106745     0.99876794
      1.0000000     -1.9961337    0.030870993     0.18297136   0.0035023103     0.99877088
      1.0000000     -1.9961429    0.030797633     0.18015476   0.0034939858     0.99877381
      1.0000000     -1.9961520    0.030724620     0.17735154   0.0034857008     0.99877672
      1.0000000     -1.9961611    0.030651953     0.17456161   0.0034774550     0.99877962
      1.0000000     -1.9961702    0.030579629     0.17178487   0.0034692481     0.99878251
      1.0000000     -1.9961792    0.030507645     0.16902123   0.0034610799     0.99878538
      1.0000000     -1.9961882    0.030435999     0.16627059   0.0034529500     0.99878824
      1.0000000     -1.9961972    0.030364690     0.16353286   0.0034448583     0.99879108
      1.0000000     -1.9962061    0.030293713     0.16080796   0.0034368043     0.99879391
      1.0000000     -1.9962150    0.030223068     0.15809579   0.0034287880     0.99879673
      1.0000000     -1.9962238    0.030152751     0.15539627   0.0034208090     0.99879953
      1.0000000     -1.9962326    0.030082760     0.15270930   0.0034128670     0.99880233
      1.0000000     -1.9962413    0.030013094     0.15003480   0.0034049618     0.99880510
      1.0000000     -1.9962500    0.029943750     0.14737269   0.0033970931     0.99880787
      1.0000000     -1.9962587    0.029874725     0.14472286   0.0033892607     0.99881062
      1.0000000     -1.9962673    0.029806018     0.14208525   0.0033814644     0.99881336
      1.0000000     -1.9962759    0.029737627     0.13945977   0.0033737038     0.99881609
      1.0000000     -1.9962844    0.029669548     0.13684633   0.0033659788     0.99881881
      1.0000000     -1.9962929    0.029601780     0.13424485   0.0033582890     0.99882151
      1.0000000     -1.9963014    0.029534322     0.13165525   0.0033506344     0.99882420
      1.0000000     -1.9963098    0.029467170     0.12907745   0.0033430145     0.99882688
      1.0000000     -1.9963182    0.029400322     0.12651136   0.0033354292     0.99882955
      1.0000000     -1.9963265    0.029333778     0.12395692   0.0033278783     0.99883220
      1.0000000     -1.9963348    0.029267533     0.12141403   0.0033203615     0.99883484
      1.0000000     -1.9963431    0.029201588     0.11888262   0.0033128785     0.99883747
      1.0000000     -1.9963514    0.029135939     0.11636261   0.0033054292     0.99884009
      1.0000000     -1.9963596    0.029070584     0.11385393   0.0032980134     0.99884270
      1.0000000     -1.9963677    0.029005522     0.11135650   0.0032906307     0.99884529
      1.0000000     -1.9963758    0.028940750     0.10887025   0.0032832810     0.99884787
      1.0000000     -1.9963839    0.028876268     0.10639509   0.0032759641     0.99885045
      1.0000000     -1.9963920    0.028812071     0.10393096   0.0032686797     0.99885301
      1.0000000     -1.9964000    0.028748160     0.10147778   0.0032614277     0.99885556
      1.0000000     -1.9964080    0.028684532    0.099035477   0.0032542077     0.99885809
      1.0000000     -1.9964159    0.028621184    0.096603982   0.0032470196     0.99886062
      1.0000000     -1.9964238    0.028558116    0.094183223   0.0032398633     0.99886313
      1.0000000     -1.9964317    0.028495325    0.091773128   0.0032327384     0.99886564
      1.0000000     -1.9964396    0.028432810    0.089373626   0.0032256447     0.99886813
      1.0000000     -1.9964035    0.028720191    0.089254386   0.0032404124     0.99885965
      1.0000000     -1.9964114    0.028657459    0.091247265   0.0032333332     0.99886214
      1.0000000     -1.9964192    0.028595000    0.093231441   0.0032262848     0.99886463
      1.0000000     -1.9964270    0.028532813    0.095206972   0.0032192670     0.99886710
      1.0000000     -1.9964348    0.028470896    0.097173913   0.0032122798     0.99886957
      1.0000000     -1.9964425    0.028409247    0.099132321   0.0032053228     0.99887202
      1.0000000     -1.9964502    0.028347865     0.10108225   0.0031983958     0.99887446
      1.0000000     -1.9964579    0.028286747     0.10302376   0.0031914988     0.99887689
      1.0000000     -1.9964655    0.028225892     0.10495690   0.0031846314     0.99887931
      1.0000000     -1.9964731    0.028165298     0.10688172   0.0031777935     0.99888172
      1.0000000     -1.9964807    0.028104964     0.10879828   0.0031709849     0.99888412
      1.0000000     -1.9964882    0.028044888     0.11070664   0.0031642054     0.99888651
      1.0000000     -1.9964957    0.027985068     0.11260684   0.0031574549     0.99888889
      1.0000000     -1.9965032    0.027925503     0.11449893   0.0031507331     0.99889126
      1.0000000     -1.9965106    0.027866191     0.11638298   0.0031440398     0.99889362
      1.0000000     -1.9965180    0.027807130     0.11825902   0.0031373750     0.99889597
      1.0000000     -1.9965254    0.027748319     0.12012712   0.0031307383     0.99889831
      1.0000000     -1.9965328    0.027689757     0.12198732   0.0031241296     0.99890063
      1.0000000     -1.9965401    0.027631441     0.12383966   0.0031175488     0.99890295
      1.0000000     -1.9965474    0.027573370     0.12568421   0.0031109957     0.99890526
      1.0000000     -1.9965546    0.027515543     0.12752101   0.0031044700     0.99890756
      1.0000000     -1.9964780    0.028126482     0.12812369   0.0032025153     0.99887841
      1.0000000     -1.9964854    0.028067744     0.12576360   0.0031958260     0.99888075
      1.0000000     -1.9963257    0.029340569     0.12424843   0.0035224197     0.99879958
      1.0000000     -1.9963333    0.029279556     0.12607292   0.0035150933     0.99880208
      1.0000000     -1.9963410    0.029218795     0.12788981   0.0035077973     0.99880457
      1.0000000     -1.9963485    0.029158286     0.12969917   0.0035005316     0.99880705
      1.0000000     -1.9963561    0.029098027     0.13150104   0.0034932959     0.99880952
      1.0000000     -1.9963636    0.029038017     0.13329545   0.0034860900     0.99881198
      1.0000000     -1.9963711    0.028978253     0.13508247   0.0034789138     0.99881443
      1.0000000     -1.9963786    0.028918735     0.13686214   0.0034717671     0.99881687
      1.0000000     -1.9963860    0.028859461     0.13863450   0.0034646497     0.99881930
      1.0000000     -1.9963934    0.028800430     0.14039959   0.0034575614     0.99882172
      1.0000000     -1.9964008    0.028741640     0.14215746   0.0034505020     0.99882413
      1.0000000     -1.9964082    0.028683089     0.14390816   0.0034434715     0.99882653
      1.0000000     -1.9964155    0.028624776     0.14565173   0.0034364695     0.99882892
      1.0000000     -1.9964228    0.028566700     0.14738821   0.0034294959     0.99883130
      1.0000000     -1.9964300    0.028508859     0.14911765   0.0034225506     0.99883367
      1.0000000     -1.9964372    0.028451251     0.15084008   0.0034156333     0.99883603
      1.0000000     -1.9964444    0.028393877     0.15255556   0.0034087440     0.99883838
      1.0000000     -1.9964516    0.028336733     0.15426411   0.0034018824     0.99884073
      1.0000000     -1.9964588    0.028279818     0.15596579   0.0033950484     0.99884306
      1.0000000     -1.9964659    0.028223132     0.15766064   0.0033882417     0.99884538
      1.0000000     -1.9964729    0.028166672     0.15934870   0.0033814623     0.99884770
      1.0000000     -1.9964800    0.028110438     0.16103000   0.0033747100     0.99885000
      1.0000000     -1.9964870    0.028054428     0.16270459   0.0033679846     0.99885230
      1.0000000     -1.9964940    0.027998641     0.16437251   0.0033612859     0.99885458
      1.0000000     -1.9963817    0.028893954     0.16600398   0.0034139797     0.99882704
      1.0000000     -1.9963889    0.028836728     0.16765873   0.0034072169     0.99882937
      1.0000000     -1.9963564    0.029095413     0.16858416   0.0034201898     0.99882178
      1.0000000     -1.9963636    0.029038017     0.16627470   0.0034134415     0.99882411
      1.0000000     -1.9963708    0.028980846     0.16397436   0.0034067197     0.99882643
      1.0000000     -1.9963780    0.028923901     0.16168307   0.0034000244     0.99882874
      1.0000000     -1.9963851    0.028867179     0.15940079   0.0033933554     0.99883104
      1.0000000     -1.9961961    0.030373493     0.15721569   0.0036017393     0.99876471
      1.0000000     -1.9962035    0.030314167     0.15495108   0.0035947028     0.99876712
      1.0000000     -1.9962109    0.030255072     0.15269531   0.0035876938     0.99876953
      1.0000000     -1.9962183    0.030196207     0.15044834   0.0035807120     0.99877193
      1.0000000     -1.9962257    0.030137571     0.14821012   0.0035737574     0.99877432
      1.0000000     -1.9962330    0.030079161     0.14598058   0.0035668297     0.99877670
      1.0000000     -1.9962403    0.030020978     0.14375969   0.0035599288     0.99877907
      1.0000000     -1.9962476    0.029963020     0.14154739   0.0035530546     0.99878143
      1.0000000     -1.9962548    0.029905285     0.13934363   0.0035462068     0.99878378
      1.0000000     -1.9962620    0.029847772     0.13714836   0.0035393854     0.99878613
      1.0000000     -1.9962692    0.029790479     0.13496154   0.0035325902     0.99878846
      1.0000000     -1.9961996    0.030345299     0.13285988   0.0035640216     0.99877159
      1.0000000     -1.9961303    0.030897955     0.13450192   0.0035953304     0.99875479
      1.0000000     -1.9961377    0.030838991     0.13615679   0.0035884678     0.99875717
      1.0000000     -1.9961450    0.030780252     0.13780534   0.0035816313     0.99875954
      1.0000000     -1.9961524    0.030721736     0.13944762   0.0035748209     0.99876190
      1.0000000     -1.9961597    0.030663442     0.14108365   0.0035680363     0.99876426
      1.0000000     -1.9961670    0.030605369     0.14271347   0.0035612774     0.99876660
      1.0000000     -1.9961742    0.030547515     0.14433712   0.0035545440     0.99876894
      1.0000000     -1.9961815    0.030489880     0.14595463   0.0035478361     0.99877127
      1.0000000     -1.9961509    0.030733192     0.14755660   0.0035599284     0.99876415
      1.0000000     -1.9961582    0.030675425     0.14916196   0.0035532357     0.99876648
      1.0000000     -1.9961654    0.030617876     0.15076128   0.0035465681     0.99876880
      1.0000000     -1.9961726    0.030560541     0.15235460   0.0035399255     0.99877111
      1.0000000     -1.9961798    0.030503421     0.15394195   0.0035333077     0.99877341
      1.0000000     -1.9961869    0.030446514     0.15552336   0.0035267146     0.99877570
      1.0000000     -1.9961940    0.030389820     0.15709888   0.0035201461     0.99877799
      1.0000000     -1.9962011    0.030333335     0.15866853   0.0035136020     0.99878026
      1.0000000     -1.9962082    0.030277061     0.16023234   0.0035070822     0.99878253
      1.0000000     -1.9962152    0.030220995     0.16179035   0.0035005865     0.99878479
      1.0000000     -1.9962222    0.030165136     0.16334259   0.0034941149     0.99878704
      1.0000000     -1.9962292    0.030109483     0.16488909   0.0034876671     0.99878928
      1.0000000     -1.9962362    0.030054035     0.16642989   0.0034812431     0.99879151
      1.0000000     -1.9962431    0.029998791     0.16796501   0.0034748427     0.99879374
      1.0000000     -1.9962500    0.029943750     0.16949449   0.0034684658     0.99879596
      1.0000000     -1.9962569    0.029888910     0.17101835   0.0034621123     0.99879817
      1.0000000     -1.9962637    0.029834271     0.17253663   0.0034557820     0.99880037
      1.0000000     -1.9962706    0.029779831     0.17404936   0.0034494748     0.99880256
      1.0000000     -1.9962774    0.029725590     0.17555657   0.0034431906     0.99880474
      1.0000000     -1.9962842    0.029671546     0.17705829   0.0034369292     0.99880692
      1.0000000     -1.9962909    0.029617698     0.17855455   0.0034306906     0.99880909
      1.0000000     -1.9962976    0.029564045     0.18004537   0.0034244746     0.99881125
      1.0000000     -1.9963043    0.029510586     0.18153080   0.0034182810     0.99881341
      1.0000000     -1.9963110    0.029457320     0.18301085   0.0034121098     0.99881555
      1.0000000     -1.9963177    0.029404246     0.18448556   0.0034059609     0.99881769
      1.0000000     -1.9963243    0.029351363     0.18595495   0.0033998341     0.99881982
      1.0000000     -1.9963309    0.029298670     0.18741906   0.0033937293     0.99882194
      1.0000000     -1.9963375    0.029246165     0.18887792   0.0033876464     0.99882406
      1.0000000     -1.9963441    0.029193849     0.19033154   0.0033815852     0.99882616
      1.0000000     -1.9963506    0.029141719     0.19177996   0.0033755457     0.99882826
      1.0000000     -1.9963571    0.029089776     0.19322321   0.0033695277     0.99883036
      1.0000000     -1.9963636    0.029038017     0.19466132   0.0033635312     0.99883244
      1.0000000     -1.9963701    0.028986441     0.19609431   0.0033575559     0.99883452
      1.0000000     -1.9963766    0.028935049     0.19752220   0.0033516019     0.99883659
      1.0000000     -1.9963830    0.028883839     0.19894504   0.0033456689     0.99883865
      1.0000000     -1.9963894    0.028832809     0.20036283   0.0033397569     0.99884071
      1.0000000     -1.9963958    0.028781960     0.20177562   0.0033338658     0.99884276
      1.0000000     -1.9964021    0.028731290     0.20318342   0.0033279954     0.99884480
      1.0000000     -1.9964085    0.028680797     0.20458627   0.0033221456     0.99884683
      1.0000000     -1.9964148    0.028630482     0.20598418   0.0033163164     0.99884886
      1.0000000     -1.9962807    0.029699053     0.20731579   0.0034329037     0.99880702
      1.0000000     -1.9962872    0.029647138     0.20870403   0.0034269015     0.99880911
      1.0000000     -1.9962587    0.029874082     0.21006993   0.0034906829     0.99879371
      1.0000000     -1.9961955    0.030378402     0.20909250   0.0035193358     0.99877836
      1.0000000     -1.9962021    0.030325579     0.21047038   0.0035132149     0.99878049
      1.0000000     -1.9962087    0.030272939     0.21184348   0.0035071153     0.99878261
      1.0000000     -1.9962153    0.030220481     0.21321181   0.0035010368     0.99878472
      1.0000000     -1.9962218    0.030168205     0.21457539   0.0034949794     0.99878683
      1.0000000     -1.9962284    0.030116110     0.21593426   0.0034889429     0.99878893
      1.0000000     -1.9962349    0.030064194     0.21728843   0.0034829272     0.99879102
      1.0000000     -1.9962414    0.030012457     0.21863793   0.0034769322     0.99879310
      1.0000000     -1.9962478    0.029960897     0.21998279   0.0034709578     0.99879518
      1.0000000     -1.9962199    0.030183394     0.22130584   0.0035335660     0.99878007
      1.0000000     -1.9962264    0.030131719     0.22264151   0.0035275152     0.99878216
      1.0000000     -1.9962329    0.030080221     0.22397260   0.0035214850     0.99878425
      1.0000000     -1.9962393    0.030028899     0.22529915   0.0035154755     0.99878632
      1.0000000     -1.9962457    0.029977752     0.22662116   0.0035094864     0.99878840
      1.0000000     -1.9962521    0.029926778     0.22793867   0.0035035177     0.99879046
      1.0000000     -1.9962245    0.030147064     0.22924320   0.0035144937     0.99878401
      1.0000000     -1.9962309    0.030095977     0.23055178   0.0035085368     0.99878608
      1.0000000     -1.9962373    0.030045063     0.23185593   0.0035026001     0.99878814
      1.0000000     -1.9962437    0.029994321     0.23315567   0.0034966835     0.99879019
      1.0000000     -1.9962500    0.029943750     0.23445101   0.0034907868     0.99879223
      1.0000000     -1.9959528    0.032312220     0.23561551   0.0038379361     0.99868465
      1.0000000     -1.9958923    0.032794459     0.23367003   0.0039658085     0.99865320
      1.0000000     -1.9958992    0.032739455     0.23159664   0.0039591554     0.99865546
      1.0000000     -1.9959060    0.032684636     0.22953020   0.0039525247     0.99865772
      1.0000000     -1.9959129    0.032630000     0.22747069   0.0039459161     0.99865997
      1.0000000     -1.9959197    0.032575546     0.22541806   0.0039393295     0.99866221
      1.0000000     -1.9959265    0.032521274     0.22337229   0.0039327650     0.99866444
      1.0000000     -1.9959333    0.032467182     0.22133333   0.0039262222     0.99866667
      1.0000000     -1.9959401    0.032413270     0.21930116   0.0039197012     0.99866889
      1.0000000     -1.9959468    0.032359537     0.21727575   0.0039132018     0.99867110
      1.0000000     -1.9959536    0.032305981     0.21525705   0.0039067240     0.99867330
      1.0000000     -1.9959603    0.032252603     0.21324503   0.0039002675     0.99867550
      1.0000000     -1.9959669    0.032199401     0.21123967   0.0038938324     0.99867769
      1.0000000     -1.9959736    0.032146373     0.20924092   0.0038874184     0.99867987
      1.0000000     -1.9959802    0.032093521     0.20724876   0.0038810256     0.99868204
      1.0000000     -1.9959868    0.032040841     0.20526316   0.0038746537     0.99868421
      1.0000000     -1.9959934    0.031988335     0.20328407   0.0038683028     0.99868637
      1.0000000     -1.9960000    0.031936000     0.20131148   0.0038619726     0.99868852
      1.0000000     -1.9960065    0.031883836     0.19934534   0.0038556631     0.99869067
      1.0000000     -1.9958170    0.033394062     0.19748366   0.0040447520     0.99862745
      1.0000000     -1.9957259    0.034119425     0.19557912   0.0041356834     0.99859706
      1.0000000     -1.9957329    0.034063975     0.19363192   0.0041289605     0.99859935
      1.0000000     -1.9956423    0.034785830     0.19174797   0.0042681396     0.99856098
      1.0000000     -1.9956494    0.034729482     0.18981331   0.0042612242     0.99856331
      1.0000000     -1.9956564    0.034673317     0.18788493   0.0042543312     0.99856564
      1.0000000     -1.9956634    0.034617333     0.18596278   0.0042474605     0.99856796
      1.0000000     -1.9955412    0.035590912     0.18525848   0.0044015991     0.99852181
      1.0000000     -1.9955484    0.035533636     0.18657258   0.0043945138     0.99852419
      1.0000000     -1.9955556    0.035476543     0.18788245   0.0043874513     0.99852657
      1.0000000     -1.9955627    0.035419634     0.18918810   0.0043804114     0.99852894
      1.0000000     -1.9955698    0.035362907     0.19048957   0.0043733942     0.99853130
      1.0000000     -1.9955769    0.035306361     0.19178686   0.0043663993     0.99853365
      1.0000000     -1.9955840    0.035249996     0.19308000   0.0043594268     0.99853600
      1.0000000     -1.9955911    0.035193810     0.19436901   0.0043524765     0.99853834
      1.0000000     -1.9955981    0.035137804     0.19565391   0.0043455484     0.99854067
      1.0000000     -1.9956051    0.035081975     0.19693471   0.0043386423     0.99854299
      1.0000000     -1.9956121    0.035026323     0.19821145   0.0043317581     0.99854531
      1.0000000     -1.9956190    0.034970848     0.19948413   0.0043248957     0.99854762
      1.0000000     -1.9956260    0.034915548     0.20075277   0.0043180550     0.99854992
      1.0000000     -1.9956329    0.034860423     0.20201741   0.0043112359     0.99855222
      1.0000000     -1.9956398    0.034805472     0.20327804   0.0043044384     0.99855450
      1.0000000     -1.9955836    0.035253212     0.20261830   0.0043762511     0.99853312
      1.0000000     -1.9955906    0.035197818     0.20072441   0.0043693729     0.99853543
      1.0000000     -1.9955975    0.035142597     0.19883648   0.0043625163     0.99853774
      1.0000000     -1.9955416    0.035587681     0.19767661   0.0044808992     0.99850863
      1.0000000     -1.9955486    0.035532025     0.19893417   0.0044738898     0.99851097
      1.0000000     -1.9955556    0.035476543     0.20018779   0.0044669023     0.99851330
      1.0000000     -1.9955625    0.035421234     0.20143750   0.0044599365     0.99851563
      1.0000000     -1.9955694    0.035366098     0.20268331   0.0044529925     0.99851794
      1.0000000     -1.9955763    0.035311132     0.20392523   0.0044460700     0.99852025
      1.0000000     -1.9955832    0.035256338     0.20516330   0.0044391690     0.99852255
      1.0000000     -1.9955901    0.035201713     0.20639752   0.0044322895     0.99852484
      1.0000000     -1.9955969    0.035147257     0.20762791   0.0044254312     0.99852713
      1.0000000     -1.9956037    0.035092969     0.20885449   0.0044185941     0.99852941
      1.0000000     -1.9956105    0.035038849     0.21007728   0.0044117781     0.99853168
      1.0000000     -1.9956173    0.034984896     0.21129630   0.0044049830     0.99853395
      1.0000000     -1.9956240    0.034931108     0.21251156   0.0043982089     0.99853621
      1.0000000     -1.9956000    0.035122560     0.21371538   0.0044067501     0.99853077
      1.0000000     -1.9956068    0.035068727     0.21492320   0.0043999941     0.99853303
      1.0000000     -1.9956135    0.035015059     0.21612730   0.0043932588     0.99853528
      1.0000000     -1.9956202    0.034961555     0.21732772   0.0043865441     0.99853752
      1.0000000     -1.9956269    0.034908214     0.21852446   0.0043798499     0.99853976
      1.0000000     -1.9956336    0.034855035     0.21971756   0.0043731762     0.99854198
      1.0000000     -1.9956402    0.034802019     0.22090701   0.0043665227     0.99854421
      1.0000000     -1.9956469    0.034749163     0.22209285   0.0043598894     0.99854642
      1.0000000     -1.9956535    0.034696468     0.22327508   0.0043532763     0.99854863
      1.0000000     -1.9956601    0.034643932     0.22445372   0.0043466831     0.99855083
      1.0000000     -1.9956667    0.034591556     0.22562879   0.0043401100     0.99855303
      1.0000000     -1.9956732    0.034539337     0.22680030   0.0043335566     0.99855522
      1.0000000     -1.9956798    0.034487276     0.22796828   0.0043270231     0.99855740
      1.0000000     -1.9956863    0.034435371     0.22913273   0.0043205092     0.99855958
      1.0000000     -1.9956928    0.034383622     0.23029367   0.0043140149     0.99856175
      1.0000000     -1.9956992    0.034332029     0.23145113   0.0043075401     0.99856391
      1.0000000     -1.9957057    0.034280591     0.23260511   0.0043010846     0.99856607
      1.0000000     -1.9956822    0.034468154     0.23374813   0.0043095550     0.99856072
      1.0000000     -1.9956886    0.034416666     0.23345808   0.0043031159     0.99856287
      1.0000000     -1.9956951    0.034365332     0.23161435   0.0042966961     0.99856502
      1.0000000     -1.9957015    0.034314151     0.22977612   0.0042902954     0.99856716
      1.0000000     -1.9957079    0.034263122     0.22794337   0.0042839137     0.99856930
      1.0000000     -1.9957143    0.034212245     0.22611607   0.0042775510     0.99857143
      1.0000000     -1.9957207    0.034161518     0.22429421   0.0042712072     0.99857355
      1.0000000     -1.9957270    0.034110942     0.22247774   0.0042648821     0.99857567
      1.0000000     -1.9957333    0.034060516     0.22066667   0.0042585758     0.99857778
      1.0000000     -1.9957396    0.034010238     0.21886095   0.0042522881     0.99857988
      1.0000000     -1.9957164    0.034195436     0.21706795   0.0042607060     0.99857459
      1.0000000     -1.9956932    0.034380084     0.21821534   0.0042690988     0.99856932
      1.0000000     -1.9956996    0.034329559     0.21936672   0.0042628235     0.99857143
      1.0000000     -1.9957059    0.034279183     0.22051471   0.0042565666     0.99857353
      1.0000000     -1.9957122    0.034228955     0.22165932   0.0042503281     0.99857562
      1.0000000     -1.9957185    0.034178874     0.22280059   0.0042441078     0.99857771
      1.0000000     -1.9957247    0.034128939     0.22393851   0.0042379057     0.99857980
      1.0000000     -1.9957310    0.034079149     0.22507310   0.0042317217     0.99858187
      1.0000000     -1.9957372    0.034029505     0.22620438   0.0042255558     0.99858394
      1.0000000     -1.9957434    0.033980005     0.22733236   0.0042194077     0.99858601
      1.0000000     -1.9957496    0.033930649     0.22845706   0.0042132776     0.99858806
      1.0000000     -1.9957558    0.033881436     0.22957849   0.0042071652     0.99859012
      1.0000000     -1.9957620    0.033832366     0.23069666   0.0042010705     0.99859216
      1.0000000     -1.9957681    0.033783437     0.23181159   0.0041949935     0.99859420
      1.0000000     -1.9957742    0.033734650     0.23292330   0.0041889340     0.99859624
      1.0000000     -1.9957803    0.033686004     0.23403179   0.0041828920     0.99859827
      1.0000000     -1.9957576    0.033867401     0.23512987   0.0041912164     0.99859307
      1.0000000     -1.9957637    0.033818705     0.23623199   0.0041851886     0.99859510
      1.0000000     -1.9957698    0.033770148     0.23733094   0.0041791781     0.99859712
      1.0000000     -1.9957759    0.033721730     0.23842672   0.0041731848     0.99859914
      1.0000000     -1.9957819    0.033673451     0.23794118   0.0041672087     0.99860115
      1.0000000     -1.9957880    0.033625310     0.23616762   0.0041612497     0.99860315
      1.0000000     -1.9957940    0.033577307     0.23439914   0.0041553077     0.99860515
      1.0000000     -1.9958000    0.033529440     0.23263571   0.0041493827     0.99860714
      1.0000000     -1.9958060    0.033481710     0.23087732   0.0041434745     0.99860913
      1.0000000     -1.9958120    0.033434115     0.22912393   0.0041375831     0.99861111
      1.0000000     -1.9958179    0.033386655     0.22737553   0.0041317084     0.99861309
      1.0000000     -1.9958239    0.033339330     0.22563210   0.0041258505     0.99861506
      1.0000000     -1.9958298    0.033292139     0.22389362   0.0041200091     0.99861702
      1.0000000     -1.9958357    0.033245082     0.22216006   0.0041141842     0.99861898
      1.0000000     -1.9958416    0.033198157     0.22043140   0.0041083757     0.99862093
      1.0000000     -1.9958475    0.033151365     0.21870763   0.0041025837     0.99862288
      1.0000000     -1.9958533    0.033104704     0.21698872   0.0040968079     0.99862482
