T     E/N       E-var/TT       M/N       M-var/T       Mabs/N       
      1.0000000     -1.9963652    0.029025414   -0.053746377   0.0036896816     0.99877826
      1.0000000     -1.9963584    0.029079902   -0.051302023   0.0036963195     0.99877601
      1.0000000     -1.9963458    0.029180017   -0.049547550   0.0037057869     0.99877233
      1.0000000     -1.9963563    0.029096320   -0.052278736   0.0036951554     0.99877586
      1.0000000     -1.9963496    0.029150136   -0.054988539   0.0037017205     0.99877364
      1.0000000     -1.9963257    0.029340284   -0.053374286   0.0037424493     0.99876286
      1.0000000     -1.9963305    0.029302264   -0.054645299   0.0037346394     0.99876496
      1.0000000     -1.9963409    0.029219171   -0.051649148   0.0037240469     0.99876847
      1.0000000     -1.9963399    0.029226869   -0.048672805   0.0037191522     0.99876912
      1.0000000     -1.9963503    0.029144458   -0.045710452   0.0037086632     0.99877260
      1.0000000     -1.9963606    0.029062511   -0.042764789   0.0036982332     0.99877606
      1.0000000     -1.9963483    0.029160144   -0.041584270   0.0037242822     0.99876966
      1.0000000     -1.9963361    0.029257229   -0.044261905   0.0037334058     0.99876611
      1.0000000     -1.9962961    0.029576409   -0.045107542   0.0038065712     0.99874721
      1.0000000     -1.9962953    0.029582983   -0.044880223   0.0038098711     0.99874652
      1.0000000     -1.9962889    0.029633800   -0.047529167   0.0038075972     0.99874583
      1.0000000     -1.9962936    0.029596021   -0.050166205   0.0037998234     0.99874792
      1.0000000     -1.9962983    0.029558451   -0.052788674   0.0037920925     0.99875000
      1.0000000     -1.9962645    0.029828481   -0.054417355   0.0038365937     0.99873691
      1.0000000     -1.9962692    0.029790479   -0.051521978   0.0038288045     0.99873901
      1.0000000     -1.9962795    0.029709014   -0.048641096   0.0038183320     0.99874247
      1.0000000     -1.9962842    0.029671546   -0.046341530   0.0038188181     0.99874317
      1.0000000     -1.9962943    0.029590847   -0.048940054   0.0038084298     0.99874659
      1.0000000     -1.9962772    0.029727171   -0.051509511   0.0038116167     0.99874321
      1.0000000     -1.9962764    0.029733158   -0.054075881   0.0038148135     0.99874255
      1.0000000     -1.9962757    0.029739112   -0.053185135   0.0038179930     0.99874189
      1.0000000     -1.9962695    0.029788000   -0.054580863   0.0038238372     0.99873989
      1.0000000     -1.9962796    0.029708074   -0.057122312   0.0038135751     0.99874328
      1.0000000     -1.9962788    0.029714048   -0.058990617   0.0038247618     0.99874129
      1.0000000     -1.9962888    0.029634747   -0.056159091   0.0038145520     0.99874465
      1.0000000     -1.9962987    0.029555867   -0.053342667   0.0038043967     0.99874800
      1.0000000     -1.9963085    0.029477407   -0.050541223   0.0037942952     0.99875133
      1.0000000     -1.9963077    0.029483929   -0.047758621   0.0037974702     0.99875066
      1.0000000     -1.9963016    0.029532589   -0.046686508   0.0038111838     0.99874735
      1.0000000     -1.9962797    0.029707170   -0.047886544   0.0038406031     0.99873879
      1.0000000     -1.9962684    0.029796933   -0.050380263   0.0038646304     0.99873289
      1.0000000     -1.9962415    0.030011735   -0.049690289   0.0038885046     0.99872441
      1.0000000     -1.9962147    0.030225407   -0.047034031   0.0039200932     0.99871466
      1.0000000     -1.9962089    0.030271491   -0.046413838   0.0039333067     0.99871149
      1.0000000     -1.9962135    0.030234318   -0.043821615   0.0039334709     0.99871224
      1.0000000     -1.9961818    0.030487140   -0.045612987   0.0039828369     0.99869870
      1.0000000     -1.9961813    0.030490894   -0.048080311   0.0039776906     0.99869948
      1.0000000     -1.9961912    0.030412257   -0.050540052   0.0039674297     0.99870284
      1.0000000     -1.9961959    0.030375104   -0.049288660   0.0039675043     0.99870361
      1.0000000     -1.9962057    0.030297168   -0.046591260   0.0039573223     0.99870694
      1.0000000     -1.9962103    0.030260500   -0.046111538   0.0039497433     0.99870897
      1.0000000     -1.9962148    0.030224020   -0.048547315   0.0039422030     0.99871100
      1.0000000     -1.9961786    0.030513015   -0.048635204   0.0039779233     0.99869898
      1.0000000     -1.9961832    0.030476079   -0.051053435   0.0039779702     0.99869975
      1.0000000     -1.9961929    0.030398877   -0.053461929   0.0039678909     0.99870305
      1.0000000     -1.9961823    0.030483472   -0.052997468   0.0039831002     0.99869873
      1.0000000     -1.9961768    0.030527390   -0.050664141   0.0039881579     0.99869697
      1.0000000     -1.9961562    0.030691530   -0.051682620   0.0040233377     0.99868766
      1.0000000     -1.9961357    0.030854841   -0.052395729   0.0040357668     0.99868216
      1.0000000     -1.9961454    0.030777660   -0.054770677   0.0040256694     0.99868546
      1.0000000     -1.9961500    0.030740710   -0.054910000   0.0040181094     0.99868750
      1.0000000     -1.9961446    0.030783438   -0.056180798   0.0040304847     0.99868454
      1.0000000     -1.9961393    0.030825952   -0.056328358   0.0040278993     0.99868408
      1.0000000     -1.9961390    0.030828707   -0.057248139   0.0040228583     0.99868486
      1.0000000     -1.9961485    0.030752545   -0.059581683   0.0040129179     0.99868812
      1.0000000     -1.9961531    0.030716114   -0.061901235   0.0040128770     0.99868889
      1.0000000     -1.9961576    0.030679861   -0.064210591   0.0040054602     0.99869089
      1.0000000     -1.9961622    0.030643787   -0.062972973   0.0039980797     0.99869287
      1.0000000     -1.9961667    0.030607889   -0.060370098   0.0039980755     0.99869363
      1.0000000     -1.9961320    0.030883920   -0.060085575   0.0040175287     0.99868460
      1.0000000     -1.9961415    0.030808739   -0.057500000   0.0040077467     0.99868780
      1.0000000     -1.9961217    0.030966598   -0.057795620   0.0040271070     0.99868127
      1.0000000     -1.9961019    0.031123687   -0.060069175   0.0040536417     0.99867354
      1.0000000     -1.9961065    0.031087064   -0.062343826   0.0040462520     0.99867554
      1.0000000     -1.9960918    0.031204604   -0.060737923   0.0040485087     0.99867271
      1.0000000     -1.9960434    0.031590392   -0.061109639   0.0041396914     0.99864940
      1.0000000     -1.9960529    0.031514604   -0.058558894   0.0041297578     0.99865264
      1.0000000     -1.9960528    0.031515615   -0.057429257   0.0041318233     0.99865228
      1.0000000     -1.9960622    0.031440367   -0.059684211   0.0041219559     0.99865550
      1.0000000     -1.9960621    0.031441550   -0.057637232   0.0041168832     0.99865632
      1.0000000     -1.9960619    0.031442728   -0.055121429   0.0041118346     0.99865714
      1.0000000     -1.9960523    0.031519609   -0.052624703   0.0041399874     0.99865083
      1.0000000     -1.9960521    0.031520596   -0.053017773   0.0041420042     0.99865047
      1.0000000     -1.9960473    0.031559253   -0.052568558   0.0041463628     0.99864894
      1.0000000     -1.9960425    0.031597729   -0.054797170   0.0041577635     0.99864623
      1.0000000     -1.9960518    0.031523528   -0.057021176   0.0041479978     0.99864941
      1.0000000     -1.9960282    0.031711546   -0.059211268   0.0041616504     0.99864319
      1.0000000     -1.9960234    0.031749394   -0.057711944   0.0041659220     0.99864169
      1.0000000     -1.9960280    0.031712595   -0.055241822   0.0041585296     0.99864369
      1.0000000     -1.9960373    0.031638820   -0.052782051   0.0041488531     0.99864685
      1.0000000     -1.9960279    0.031713634   -0.054343023   0.0041484736     0.99864535
      1.0000000     -1.9960278    0.031714150   -0.055045244   0.0041434807     0.99864617
      1.0000000     -1.9960370    0.031640883   -0.052603009   0.0041339062     0.99864931
      1.0000000     -1.9960277    0.031715175   -0.052948037   0.0041473957     0.99864550
      1.0000000     -1.9960369    0.031642243   -0.050521889   0.0041378564     0.99864862
      1.0000000     -1.9960460    0.031569647   -0.048106897   0.0041283608     0.99865172
      1.0000000     -1.9960459    0.031570487   -0.045706422   0.0041303395     0.99865138
      1.0000000     -1.9960366    0.031644260   -0.043320366   0.0041437138     0.99864760
      1.0000000     -1.9960457    0.031572156   -0.040938356   0.0041342699     0.99865068
      1.0000000     -1.9960364    0.031645589   -0.042066059   0.0041475742     0.99864692
      1.0000000     -1.9960409    0.031610030   -0.039945455   0.0041472309     0.99864773
      1.0000000     -1.9960499    0.031538493   -0.037587302   0.0041378433     0.99865079
      1.0000000     -1.9960181    0.031791781   -0.037240950   0.0041758502     0.99863914
      1.0000000     -1.9960181    0.031792107   -0.034901806   0.0041709307     0.99863995
      1.0000000     -1.9960270    0.031720646   -0.032570946   0.0041615533     0.99864302
      1.0000000     -1.9960360    0.031649505   -0.030250562   0.0041522180     0.99864607
      1.0000000     -1.9960404    0.031614415   -0.027941704   0.0041451546     0.99864798
      1.0000000     -1.9960447    0.031579482   -0.025643177   0.0041381227     0.99864989
      1.0000000     -1.9960446    0.031580278   -0.025700893   0.0041400266     0.99864955
      1.0000000     -1.9960401    0.031616564   -0.027866370   0.0041441372     0.99864811
      1.0000000     -1.9960311    0.031688103   -0.029614444   0.0041504397     0.99864556
      1.0000000     -1.9960177    0.031794659   -0.029996674   0.0041721991     0.99863969
      1.0000000     -1.9960088    0.031865486   -0.028825221   0.0041916617     0.99863496
      1.0000000     -1.9960132    0.031830463   -0.029178808   0.0041912309     0.99863576
      1.0000000     -1.9960220    0.031760491   -0.026911894   0.0041820155     0.99863877
      1.0000000     -1.9960308    0.031690827   -0.024654945   0.0041728405     0.99864176
      1.0000000     -1.9960175    0.031796209   -0.025070175   0.0041943120     0.99863596
      1.0000000     -1.9960175    0.031796515   -0.027200219   0.0041960555     0.99863567
      1.0000000     -1.9960262    0.031727229   -0.029324236   0.0041869100     0.99863865
      1.0000000     -1.9960349    0.031658244   -0.031438998   0.0041778043     0.99864161
      1.0000000     -1.9960261    0.031728136   -0.032302174   0.0041969163     0.99863696
      1.0000000     -1.9960130    0.031832294   -0.034393709   0.0041986153     0.99863449
      1.0000000     -1.9960173    0.031798025   -0.036481602   0.0041981779     0.99863528
      1.0000000     -1.9960216    0.031763903   -0.038561555   0.0041912747     0.99863715
      1.0000000     -1.9960129    0.031832965   -0.040627155   0.0041908314     0.99863578
      1.0000000     -1.9960000    0.031936000   -0.041749462   0.0042054086     0.99863118
      1.0000000     -1.9959914    0.032004395   -0.041361588   0.0042177889     0.99862768
      1.0000000     -1.9960000    0.031936000   -0.039131692   0.0042087733     0.99863062
      1.0000000     -1.9959915    0.032004102   -0.038610043   0.0042082964     0.99862927
      1.0000000     -1.9959787    0.032105892   -0.038468017   0.0042163269     0.99862580
      1.0000000     -1.9959830    0.032071624   -0.036259574   0.0042094880     0.99862766
      1.0000000     -1.9959788    0.032105170   -0.034063694   0.0042132589     0.99862633
      1.0000000     -1.9959873    0.032037287   -0.031872881   0.0042043484     0.99862924
      1.0000000     -1.9959873    0.032037073   -0.029695560   0.0041996808     0.99863002
      1.0000000     -1.9959958    0.031969620   -0.027523207   0.0041908365     0.99863291
      1.0000000     -1.9959958    0.031969549   -0.026922105   0.0041862169     0.99863368
      1.0000000     -1.9960000    0.031936000   -0.025918067   0.0041858184     0.99863445
      1.0000000     -1.9960042    0.031902591   -0.023769392   0.0041854216     0.99863522
      1.0000000     -1.9959874    0.032036016   -0.025259414   0.0041891648     0.99863180
      1.0000000     -1.9959916    0.032002538   -0.027293319   0.0041825111     0.99863361
      1.0000000     -1.9960000    0.031936000   -0.029319792   0.0041738130     0.99863646
      1.0000000     -1.9960083    0.031869738   -0.031337838   0.0041651511     0.99863929
      1.0000000     -1.9960041    0.031902938   -0.033344398   0.0041627152     0.99863900
      1.0000000     -1.9960124    0.031837018   -0.035345756   0.0041541121     0.99864182
      1.0000000     -1.9960041    0.031903074   -0.037334711   0.0041537640     0.99864050
      1.0000000     -1.9960124    0.031837426   -0.039319588   0.0041452148     0.99864330
      1.0000000     -1.9960041    0.031903210   -0.038394033   0.0041510481     0.99864095
      1.0000000     -1.9960123    0.031837831   -0.036261807   0.0041425395     0.99864374
      1.0000000     -1.9960205    0.031772720   -0.035130123   0.0041340658     0.99864652
      1.0000000     -1.9960286    0.031707874   -0.037103272   0.0041256266     0.99864928
      1.0000000     -1.9960327    0.031675816   -0.036916327   0.0041192516     0.99865102
      1.0000000     -1.9960081    0.031871087   -0.035977597   0.0041392801     0.99864358
      1.0000000     -1.9960163    0.031806438   -0.037936992   0.0041308818     0.99864634
      1.0000000     -1.9960243    0.031742050   -0.039888438   0.0041225176     0.99864909
      1.0000000     -1.9960324    0.031677923   -0.041831984   0.0041141872     0.99865182
      1.0000000     -1.9960323    0.031678444   -0.041872727   0.0041099090     0.99865253
      1.0000000     -1.9960363    0.031646833   -0.040039315   0.0041036428     0.99865423
      1.0000000     -1.9960362    0.031647415   -0.038431590   0.0040994030     0.99865493
      1.0000000     -1.9960361    0.031647995   -0.036350402   0.0040951802     0.99865562
      1.0000000     -1.9960441    0.031584698   -0.034273547   0.0040869879     0.99865832
      1.0000000     -1.9960440    0.031585400   -0.032207000   0.0040828069     0.99865900
      1.0000000     -1.9960200    0.031776956   -0.032506986   0.0041084860     0.99865070
      1.0000000     -1.9960120    0.031840764   -0.031927291   0.0041261374     0.99864641
      1.0000000     -1.9960159    0.031809271   -0.033850895   0.0041199262     0.99864811
      1.0000000     -1.9960238    0.031746283   -0.035767857   0.0041117662     0.99865079
      1.0000000     -1.9960277    0.031715102   -0.034930693   0.0041115379     0.99865149
      1.0000000     -1.9960079    0.031873012   -0.033470356   0.0041349405     0.99864427
      1.0000000     -1.9960158    0.031810271   -0.035376726   0.0041267992     0.99864694
      1.0000000     -1.9960118    0.031841889   -0.037269685   0.0041304584     0.99864567
      1.0000000     -1.9959961    0.031967308   -0.037146365   0.0041517316     0.99863949
      1.0000000     -1.9960039    0.031904753   -0.035112745   0.0041436054     0.99864216
      1.0000000     -1.9960039    0.031904814   -0.035135029   0.0041452639     0.99864188
      1.0000000     -1.9960117    0.031842624   -0.037019531   0.0041371821     0.99864453
      1.0000000     -1.9960078    0.031873871   -0.037712476   0.0041466227     0.99864230
      1.0000000     -1.9960117    0.031842988   -0.036947471   0.0041405046     0.99864397
      1.0000000     -1.9960194    0.031781280   -0.034933981   0.0041324791     0.99864660
      1.0000000     -1.9960194    0.031781580   -0.035303295   0.0041341430     0.99864632
      1.0000000     -1.9960077    0.031874352   -0.033310445   0.0041415718     0.99864313
      1.0000000     -1.9960116    0.031843706   -0.031316602   0.0041355107     0.99864479
      1.0000000     -1.9960154    0.031813178   -0.029331407   0.0041352429     0.99864547
      1.0000000     -1.9960192    0.031782768   -0.030841346   0.0041292173     0.99864712
      1.0000000     -1.9960154    0.031813650   -0.032380038   0.0041270328     0.99864683
      1.0000000     -1.9960153    0.031813884   -0.030405172   0.0041286880     0.99864655
      1.0000000     -1.9960153    0.031814118   -0.028438815   0.0041246112     0.99864723
      1.0000000     -1.9960115    0.031844763   -0.030269084   0.0041224480     0.99864695
      1.0000000     -1.9959848    0.032057416   -0.031172381   0.0041544752     0.99863714
      1.0000000     -1.9959924    0.031996593   -0.033014259   0.0041465911     0.99863973
      1.0000000     -1.9959962    0.031966239   -0.032517078   0.0041463063     0.99864042
      1.0000000     -1.9959962    0.031966182   -0.030565341   0.0041535778     0.99863920
      1.0000000     -1.9960038    0.031905875   -0.028617202   0.0041457400     0.99864178
      1.0000000     -1.9960038    0.031905932   -0.026797170   0.0041416849     0.99864245
      1.0000000     -1.9960113    0.031845966   -0.028629944   0.0041338989     0.99864501
      1.0000000     -1.9960038    0.031906045   -0.029184211   0.0041505070     0.99864098
      1.0000000     -1.9960113    0.031846303   -0.027253283   0.0041427337     0.99864353
      1.0000000     -1.9960187    0.031786785   -0.025329588   0.0041349896     0.99864607
      1.0000000     -1.9960000    0.031936000   -0.023420561   0.0041458848     0.99864112
      1.0000000     -1.9960075    0.031876537   -0.021511194   0.0041381637     0.99864366
      1.0000000     -1.9960149    0.031817295   -0.019608939   0.0041304713     0.99864618
      1.0000000     -1.9960223    0.031758273   -0.017713755   0.0041228075     0.99864870
      1.0000000     -1.9960297    0.031699470   -0.015825603   0.0041151720     0.99865121
      1.0000000     -1.9960333    0.031670396   -0.013946296   0.0041149522     0.99865185
      1.0000000     -1.9960370    0.031641429   -0.012073013   0.0041091979     0.99865342
      1.0000000     -1.9960443    0.031583166   -0.010205720   0.0041016297     0.99865590
      1.0000000     -1.9960516    0.031525116  -0.0083453039   0.0040940894     0.99865838
      1.0000000     -1.9960551    0.031496576  -0.0064926471   0.0040884050     0.99865993
      1.0000000     -1.9960330    0.031672832  -0.0063330275   0.0041229902     0.99865046
      1.0000000     -1.9960366    0.031644127  -0.0068736264   0.0041172739     0.99865201
      1.0000000     -1.9960329    0.031673795  -0.0086572212   0.0041152150     0.99865174
      1.0000000     -1.9960401    0.031616110  -0.0068166058   0.0041077188     0.99865420
      1.0000000     -1.9960255    0.031732806  -0.0085774135   0.0041165745     0.99865027
      1.0000000     -1.9960327    0.031675225   -0.010380000   0.0041091031     0.99865273
      1.0000000     -1.9960399    0.031617852   -0.012176044   0.0041016587     0.99865517
      1.0000000     -1.9960181    0.031791651   -0.013947464   0.0041195059     0.99864855
      1.0000000     -1.9960181    0.031791912   -0.015725136   0.0041156669     0.99864919
      1.0000000     -1.9960253    0.031734640   -0.017501805   0.0041082510     0.99865162
      1.0000000     -1.9960288    0.031706289   -0.019271171   0.0041026539     0.99865315
      1.0000000     -1.9960288    0.031706702   -0.020042266   0.0041096378     0.99865198
      1.0000000     -1.9960359    0.031649891   -0.018210952   0.0041022727     0.99865440
      1.0000000     -1.9960287    0.031707524   -0.018059140   0.0041181638     0.99865054
      1.0000000     -1.9960179    0.031793458   -0.019808587   0.0041357772     0.99864580
      1.0000000     -1.9960250    0.031736798   -0.021558929   0.0041284050     0.99864821
      1.0000000     -1.9960321    0.031680338   -0.023303030   0.0041210590     0.99865062
      1.0000000     -1.9960391    0.031624079   -0.025040925   0.0041137391     0.99865302
      1.0000000     -1.9960462    0.031568020   -0.026772647   0.0041064451     0.99865542
      1.0000000     -1.9960461    0.031568672   -0.028494681   0.0041133233     0.99865426
      1.0000000     -1.9960531    0.031512909   -0.030214159   0.0041060558     0.99865664
      1.0000000     -1.9960530    0.031513657   -0.031439929   0.0041129104     0.99865548
      1.0000000     -1.9960564    0.031486294   -0.033147266   0.0041074235     0.99865697
      1.0000000     -1.9960634    0.031430970   -0.034849472   0.0041002048     0.99865933
      1.0000000     -1.9960703    0.031375840   -0.036545694   0.0040930114     0.99866169
      1.0000000     -1.9960702    0.031376822   -0.038233333   0.0040945870     0.99866140
      1.0000000     -1.9960771    0.031321980   -0.039917688   0.0040874286     0.99866375
      1.0000000     -1.9960734    0.031350915   -0.041592657   0.0040907474     0.99866259
      1.0000000     -1.9960733    0.031351937   -0.043262653   0.0040923187     0.99866230
      1.0000000     -1.9960767    0.031325189   -0.044928571   0.0040869345     0.99866376
      1.0000000     -1.9960452    0.031575700   -0.044601739   0.0041144913     0.99865391
      1.0000000     -1.9960486    0.031548657   -0.046259549   0.0041090875     0.99865538
      1.0000000     -1.9960555    0.031494088   -0.047912478   0.0041019785     0.99865771
      1.0000000     -1.9960623    0.031439708   -0.049559689   0.0040948941     0.99866003
      1.0000000     -1.9960622    0.031440565   -0.049565630   0.0040912699     0.99866062
      1.0000000     -1.9960655    0.031413941   -0.049155172   0.0040859432     0.99866207
      1.0000000     -1.9960379    0.031634280   -0.050775387   0.0041011966     0.99865491
      1.0000000     -1.9960412    0.031607416   -0.050689003   0.0040958713     0.99865636
      1.0000000     -1.9960480    0.031553308   -0.048886792   0.0040888581     0.99865866
      1.0000000     -1.9960342    0.031663119   -0.048894692   0.0041074711     0.99865325
      1.0000000     -1.9960274    0.031718069   -0.047659829   0.0041123820     0.99865128
      1.0000000     -1.9960341    0.031664050   -0.045872014   0.0041053766     0.99865358
      1.0000000     -1.9960409    0.031610215   -0.044090290   0.0040983951     0.99865588
      1.0000000     -1.9960476    0.031556562   -0.042314626   0.0040914374     0.99865816
      1.0000000     -1.9960374    0.031638378   -0.041136672   0.0041132835     0.99865280
      1.0000000     -1.9960305    0.031692905   -0.042156780   0.0041130673     0.99865169
      1.0000000     -1.9960372    0.031639385   -0.043777496   0.0041061201     0.99865398
      1.0000000     -1.9960405    0.031612966   -0.045000000   0.0041008764     0.99865541
      1.0000000     -1.9960438    0.031586636   -0.046226813   0.0040956504     0.99865683
      1.0000000     -1.9960404    0.031614054   -0.046708754   0.0040937908     0.99865657
      1.0000000     -1.9960403    0.031614595   -0.045301681   0.0040952989     0.99865630
      1.0000000     -1.9960403    0.031615134   -0.046900168   0.0040917774     0.99865688
      1.0000000     -1.9960469    0.031562283   -0.048496650   0.0040849356     0.99865913
      1.0000000     -1.9960535    0.031509607   -0.050087793   0.0040781166     0.99866137
      1.0000000     -1.9960434    0.031590136   -0.051666945   0.0040846223     0.99865860
      1.0000000     -1.9960333    0.031670396   -0.053241667   0.0040960972     0.99865500
      1.0000000     -1.9960266    0.031723871   -0.052871048   0.0041108617     0.99865141
      1.0000000     -1.9960266    0.031724223   -0.051220930   0.0041123239     0.99865116
      1.0000000     -1.9960232    0.031751003   -0.049592869   0.0041203968     0.99864925
      1.0000000     -1.9960199    0.031777694   -0.051161424   0.0041334009     0.99864652
      1.0000000     -1.9959934    0.031988681   -0.051328099   0.0041727183     0.99863554
      1.0000000     -1.9960000    0.031936000   -0.049593234   0.0041658448     0.99863779
      1.0000000     -1.9960033    0.031909746   -0.047864909   0.0041606325     0.99863921
      1.0000000     -1.9960099    0.031857368   -0.046141447   0.0041538015     0.99864145
      1.0000000     -1.9960099    0.031857497   -0.044425287   0.0041502592     0.99864204
      1.0000000     -1.9960033    0.031909875   -0.042721311   0.0041598076     0.99863934
      1.0000000     -1.9960033    0.031909918   -0.041018003   0.0041660692     0.99863830
      1.0000000     -1.9960098    0.031857882   -0.039316993   0.0041592740     0.99864052
      1.0000000     -1.9960098    0.031858009   -0.038844209   0.0041606309     0.99864029
      1.0000000     -1.9959902    0.032013863   -0.040325733   0.0041717022     0.99863518
      1.0000000     -1.9959967    0.031961912   -0.038634146   0.0041649310     0.99863740
      1.0000000     -1.9960000    0.031936000   -0.039939123   0.0041597963     0.99863880
      1.0000000     -1.9960000    0.031936000   -0.039949757   0.0041611436     0.99863857
      1.0000000     -1.9960000    0.031936000   -0.038269417   0.0041624865     0.99863835
      1.0000000     -1.9960065    0.031884510   -0.036592084   0.0041557740     0.99864055
      1.0000000     -1.9960032    0.031910297   -0.037512903   0.0041635553     0.99863871
      1.0000000     -1.9960097    0.031859014   -0.039062802   0.0041568626     0.99864090
      1.0000000     -1.9960000    0.031936000   -0.040599678   0.0041726295     0.99863666
      1.0000000     -1.9960064    0.031884841   -0.042139647   0.0041659438     0.99863884
      1.0000000     -1.9960096    0.031859384   -0.043673077   0.0041656722     0.99863942
      1.0000000     -1.9960160    0.031808511   -0.045203200   0.0041590190     0.99864160
      1.0000000     -1.9960032    0.031910543   -0.046720447   0.0041714868     0.99863738
      1.0000000     -1.9960064    0.031885167   -0.048240032   0.0041664318     0.99863876
      1.0000000     -1.9960096    0.031859872   -0.048059713   0.0041661612     0.99863933
      1.0000000     -1.9960032    0.031910665   -0.046398251   0.0041753958     0.99863672
      1.0000000     -1.9960063    0.031885409   -0.045939683   0.0041703586     0.99863810
      1.0000000     -1.9960032    0.031910745   -0.047243265   0.0041779812     0.99863629
      1.0000000     -1.9959905    0.032011645   -0.045809335   0.0041808241     0.99863370
      1.0000000     -1.9959747    0.032137400   -0.046106635   0.0041994211     0.99862796
      1.0000000     -1.9959811    0.032086812   -0.044456625   0.0041928092     0.99863013
      1.0000000     -1.9959780    0.032111670   -0.044737795   0.0042050640     0.99862756
      1.0000000     -1.9959811    0.032086338   -0.043772799   0.0042047362     0.99862814
      1.0000000     -1.9959717    0.032161152   -0.042142857   0.0042153553     0.99862480
      1.0000000     -1.9959718    0.032160799   -0.041305643   0.0042118775     0.99862539
      1.0000000     -1.9959687    0.032185386   -0.042301252   0.0042193395     0.99862363
      1.0000000     -1.9959750    0.032135198   -0.043797656   0.0042127586     0.99862578
      1.0000000     -1.9959813    0.032085166   -0.045289392   0.0042061982     0.99862793
      1.0000000     -1.9959875    0.032035289   -0.046776480   0.0041996582     0.99863006
      1.0000000     -1.9959844    0.032059918   -0.046436236   0.0042024357     0.99862908
      1.0000000     -1.9959907    0.032010236   -0.044811335   0.0041959218     0.99863121
      1.0000000     -1.9959969    0.031960707   -0.044320155   0.0041894281     0.99863333
      1.0000000     -1.9960000    0.031936000   -0.045798762   0.0041844940     0.99863467
      1.0000000     -1.9959907    0.032009891   -0.045290572   0.0041903521     0.99863215
      1.0000000     -1.9959938    0.031985185   -0.043678241   0.0041854318     0.99863349
      1.0000000     -1.9959969    0.031960555   -0.042071649   0.0041851408     0.99863405
      1.0000000     -1.9960031    0.031911483   -0.040468462   0.0041787135     0.99863615
      1.0000000     -1.9960092    0.031862562   -0.038870200   0.0041723060     0.99863825
      1.0000000     -1.9960061    0.031887116   -0.037279908   0.0041750872     0.99863727
      1.0000000     -1.9960061    0.031887191   -0.035693721   0.0041763368     0.99863706
      1.0000000     -1.9960122    0.031838532   -0.034110092   0.0041699623     0.99863914
      1.0000000     -1.9960061    0.031887340   -0.035380916   0.0041742527     0.99863740
      1.0000000     -1.9959939    0.031984585   -0.036846037   0.0041815622     0.99863415
      1.0000000     -1.9959726    0.032154298   -0.037385084   0.0042025062     0.99862709
      1.0000000     -1.9959514    0.032323492   -0.038202128   0.0042233861     0.99862006
      1.0000000     -1.9959575    0.032274542   -0.036626707   0.0042169889     0.99862215
      1.0000000     -1.9959394    0.032418894   -0.036003030   0.0042408136     0.99861515
      1.0000000     -1.9959455    0.032369949   -0.037461422   0.0042344095     0.99861725
      1.0000000     -1.9959486    0.032345222   -0.038914653   0.0042295268     0.99861858
      1.0000000     -1.9959427    0.032392675   -0.039922323   0.0042381919     0.99861614
      1.0000000     -1.9959488    0.032343990   -0.038356175   0.0042318206     0.99861822
      1.0000000     -1.9959429    0.032391301   -0.037776692   0.0042314502     0.99861729
      1.0000000     -1.9959429    0.032390618   -0.039000000   0.0042325908     0.99861712
      1.0000000     -1.9959490    0.032342155   -0.037442279   0.0042262565     0.99861919
      1.0000000     -1.9959431    0.032389257   -0.038012725   0.0042303789     0.99861751
      1.0000000     -1.9959432    0.032388579   -0.037668909   0.0042270399     0.99861809
      1.0000000     -1.9959403    0.032411687   -0.036122388   0.0042251951     0.99861791
      1.0000000     -1.9959463    0.032363482   -0.034578241   0.0042189096     0.99861997
      1.0000000     -1.9959464    0.032362846   -0.034111607   0.0042156026     0.99862054
      1.0000000     -1.9959525    0.032314856   -0.032575037   0.0042093500     0.99862259
      1.0000000     -1.9959585    0.032267008   -0.031043027   0.0042031159     0.99862463
      1.0000000     -1.9959615    0.032242910   -0.029516296   0.0041983736     0.99862593
      1.0000000     -1.9959675    0.032195309   -0.027993343   0.0041921742     0.99862796
      1.0000000     -1.9959734    0.032147849   -0.026474889   0.0041859930     0.99862999
      1.0000000     -1.9959794    0.032100529   -0.024960914   0.0041798300     0.99863201
      1.0000000     -1.9959705    0.032170695   -0.023457290   0.0041942392     0.99862813
      1.0000000     -1.9959735    0.032146915   -0.021952941   0.0041895448     0.99862941
      1.0000000     -1.9959794    0.032099804   -0.020452276   0.0041834037     0.99863142
      1.0000000     -1.9959853    0.032052832   -0.018956012   0.0041772807     0.99863343
      1.0000000     -1.9959912    0.032005997   -0.017464129   0.0041711755     0.99863543
      1.0000000     -1.9959795    0.032099086   -0.018486111   0.0041957020     0.99862939
      1.0000000     -1.9959737    0.032145375   -0.017714599   0.0041953953     0.99862847
      1.0000000     -1.9959534    0.032307676   -0.016241983   0.0042110683     0.99862245
      1.0000000     -1.9959447    0.032376721   -0.014770015   0.0042165464     0.99862009
      1.0000000     -1.9959302    0.032491888   -0.013561773   0.0042292518     0.99861555
      1.0000000     -1.9959187    0.032583590   -0.012099419   0.0042317847     0.99861321
      1.0000000     -1.9959217    0.032559558   -0.011231159   0.0042314439     0.99861377
      1.0000000     -1.9959247    0.032535595   -0.010199711   0.0042267705     0.99861505
      1.0000000     -1.9959249    0.032534729  -0.0091878613   0.0042235477     0.99861561
      1.0000000     -1.9959307    0.032487877   -0.010617605   0.0042174642     0.99861760
